City,Departure_Date,Return_Date,Picture_Path,Price,Num_Stops,Duration_Hours,Duration_Minutes,Lodging_Cost,Description
Aqaba,Feb 7,Feb 13,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR_XHESgYHYlJZkD9FAbmudvXebsg6iiZJhxHG51VxN_fgHmvPDSETpFE_xY7fRlHPFrmhK-aAQg0h3-humzIUGHFAlb-TXr80I3dCNevw,678,1,20,40,55,"Aqaba (English:  /ˈækəbə/,[2] also US: /ˈɑːk-/;[3] Arabic: العقبة, romanized: al-ʿAqaba, al-ʿAgaba, pronounced [æl ˈʕæqaba, alˈʕagaba]) is the only coastal city in Jordan and the largest and most populous city on the Gulf of Aqaba.[4] Situated in southernmost Jordan, Aqaba is the administrative centre of the Aqaba Governorate.[5] The city had a population of 148,398 in 2015 and a land area of 375 square kilometres (144.8 sq mi).[6] Today, Aqaba plays a major role in the development of the Jordanian economy, through the vibrant trade and tourism sectors. The Port of Aqaba also serves other countries in the region.[7]
"
Haifa,Mar 20,Mar 29,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRfkFn-2OcET4QscIMIjzJnJuv4K2keRkPuZRpnWMV8vyhw7lQHGaXEpMaJZjCS3H0EUFLXdmPJK6JvR5veEgxfdWEbqZTTy2sLkc88vDE,539,1,20,0,191,"Haifa (Hebrew: חֵיפָה Ḥeyfá [χeˈfa]; Arabic: حيفا Ḥayfa)[2] is the third-largest city in Israel—after Jerusalem and Tel Aviv—with a population of 285,316 in 2019. The city of Haifa forms part of the Haifa metropolitan area, the third-most populous metropolitan area in Israel.[3] It is home to the Baháʼí Faith's Baháʼí World Centre, and is a UNESCO World Heritage Site and a destination for Baháʼí pilgrimage.[4]
"
Jerash,Feb 7,Feb 13,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTRrGHGeEwfMF6p5FDp78UvhhIzt_zqcO_ul9HI0RGL5foh7ZMq_Q-Sj1O10cnepx2AJ0bk4f8jwKl8nKnvQ4WdF004XxUpVYfTfmtXtCQ,678,1,20,40,56,"Jerash (Arabic: جرش Ǧaraš; Ancient Greek: Γέρασα Gérasa) is a city in northern Jordan. The city is the administrative center of the Jerash Governorate, and has a population of 50,745 as of 2015. It is located 48 kilometres (30 mi) north of the capital city Amman.
"
Prague,Feb 20,Mar 1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq4N0ThkndOjtdr9n48OyGgylm8qniQvC48uercNHRMYh9hKcrwN2A2FNK0j1HSjhQbOAbN5YPpsFtcb6phRYvbDQaw4m1ImDOUoDNens,555,1,14,30,52,"Prague (/prɑːɡ/ PRAHG; Czech: Praha [ˈpraɦa] (listen); German: Prag, pronounced [pʁaːk] (listen); Latin: Praga) is the capital and largest city in the Czech Republic, the 13th largest city in the European Union[9] and the historical capital of Bohemia. Situated on the Vltava river, Prague is home to about 1.3 million people, while its metropolitan area is estimated to have a population of 2.7 million.[4] The city has a temperate oceanic climate, with relatively warm summers and chilly winters. 
"
Budapest,Feb 27,Mar 8,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSOyIQzSfyBYBeoPUZdVpawOVXAIgfSnQADluegAT6QU0nZHXzQ_iEjOI3iXJZ0I-I80zc_LGwbtYmhB56qaZAtgJu-w4owxL-MA2Il3Cs,533,2,16,50,59,"Budapest (/ˈbuːdəpɛst, -pɛʃt/, Hungarian pronunciation: [ˈbudɒpɛʃt] (listen)) is the capital and most populous city of Hungary. It is the ninth-largest city in the European Union by population within city limits;[10][11][12] the city has an estimated population of 1,752,286 over a land area of about 525 square kilometres (203 square miles).[13] Budapest, which is both a city and county, forms the centre of the Budapest metropolitan area, which has an area of 7,626 square kilometres (2,944 square miles) and a population of 3,303,786, comprising 33% of the population of Hungary.[14][15]
"
Moscow,Mar 17,Mar 23,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ_cOwmQsqtMfPFNon0QZEqGo9AzmtVT9n0I5Dr2tlT7HP6NiQSWeu7TGmyAjT1xbv2fDGZQBqnZPQMddB1flyjCm_bUIKpDYbjrYQmQzY,561,1,35,25,46,"Moscow (/ˈmɒskoʊ/ MOS-koh, US chiefly /ˈmɒskaʊ/ MOS-kow;[10][11] Russian: Москва, tr. Moskva, IPA: [mɐˈskva] (listen)) is the capital and largest city of Russia. The city stands on the Moskva River in Central Russia, with a population estimated at 12.4 million residents within the city limits,[12] over 17 million residents in the urban area,[13] and over 20 million residents in the metropolitan area.[14] The city covers an area of 2,511 square kilometres (970 sq mi), while the urban area covers 5,891 square kilometres (2,275 sq mi),[13] and the metropolitan area covers over 26,000 square kilometres (10,000 sq mi).[14] Moscow is among the world's largest cities; being the most populous city entirely in Europe, the largest urban and metropolitan area in Europe,[13][14] and the largest city by land area on the European continent.[15]
"
Saint Petersburg,Apr 7,Apr 15,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTRy16btCS2Ga4GPBgDCWUf8VscSVH_vPiGoq7vCxTVmccfa3ocEwafF31luIVUwEv9JTrVfGWAFLeyZWm4OQUKxbhQN0QTQC8-1zWe2vc,584,2,20,55,39,"Saint Petersburg (Russian: Санкт-Петербург, tr. Sankt-Peterburg, IPA: [ˈsankt pʲɪtʲɪrˈburk] (listen)), formerly known as Petrograd (1914–1924) and later Leningrad (1924–1991), is the second-largest city in Russia. It is situated on the Neva River, at the head of the Gulf of Finland on the Baltic Sea, with a population of roughly 5.4 million residents.[9] Saint Petersburg is the fourth-most populous city in Europe, the most populous city on the Baltic Sea, as well as the world's northernmost city with over 1 million residents. As Russia's Imperial capital, and a historically strategic port, it is governed as a federal city.
"
Kraków,Mar 20,Mar 27,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqL2fe3RqmFdUcawMtBd_XXI-w2IRQRSFeX_P9boEITTZIOUwThG1tj0nkch7kTMRIbyp8_iY5vXooqAo6ywWKi1Tgf5Y9-Jl9HJrAzq8,480,1,17,30,55,"Kraków[a] (Polish: [ˈkrakuf] (listen)), also written in English as Krakow and traditionally known as Cracow, is the second-largest and one of the oldest cities in Poland. Situated on the Vistula River in Lesser Poland Voivodeship, the city dates back to the seventh century.[6] Kraków was the official capital of Poland until 1596[7] and has traditionally been one of the leading centres of Polish academic, economic, cultural and artistic life. Cited as one of Europe's most beautiful cities,[8] its Old Town was declared the first UNESCO World Heritage Site in the world.
"
Warsaw,Feb 27,Mar 8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzzaJEhXYPqP08M74mr0Qc3HrBzwhZqEkZ1Egh-HlI0yKw5uxHbz3NBk0b0CXuX04YvYUvcJNvmLU3-zQ-QGkEpMCDltZsR7TLhvfkWEk,485,1,15,15,56,"Warsaw[a] (Polish: Warszawa [varˈʂa.va] (listen)), officially the Capital City of Warsaw,[4][b] is the capital and largest city of Poland. The metropolis stands on the River Vistula in east-central Poland and its population is officially estimated at 1.8 million residents within a greater metropolitan area of 3.1 million residents,[5] which makes Warsaw the 7th most-populous capital city in the European Union. The city area measures 517 km2 (200 sq mi) and comprises 18 boroughs, while the metropolitan area covers 6,100 km2 (2,355 sq mi).[6] Warsaw is an alpha- global city,[7] a major cultural, political and economic hub, and the country's seat of government. Its historical Old Town was designated a UNESCO World Heritage Site.
"
Tallinn,Mar 4,Mar 11,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSnIx2TPEIMFNLzmro1Ls2cfDD0YhLDRIGIyEjMwfwAsbZo1rxBubXv0fWI0xTkLC3-yUNBybaGgsfh7vHu1jxf-P6Wvld8aCkEE85TTBA,427,1,34,5,61,"Tallinn (/ˈtɑːlɪn, ˈtælɪn/;[4][5][6] Estonian: [ˈtɑlʲːinː]) is the most populous, primate, and capital city of Estonia. Situated on a bay in north Estonia, on the shore of the Gulf of Finland of the Baltic Sea, Tallinn has a population of 444,532 (as of 2021)[1] and administratively lies in the Harju maakond (county). Tallinn is the main financial, industrial and cultural centre of Estonia. It is located 187 kilometres (116 mi) northwest of the country's second largest city Tartu, however only 80 kilometres (50 mi) south of Helsinki, Finland, also 320 kilometres (200 mi) west of Saint Petersburg, Russia, 300 kilometres (190 mi) north of Riga, Latvia, and 380 kilometres (240 mi) east of Stockholm, Sweden. From the 13th century until the first half of the 20th century Tallinn was known in most of the world by variants of its other historical name Reval.
"
Bucharest,Mar 7,Mar 16,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSAAYULcd8Yg9EVJpZh2ERtLdHS2SWUXr5fXGDCHYE67GoIYgdFqtSTsPWT5aea2YBDRkqfmNtQrI-LHxtbLytKC9OhKoJLB8QkscFYR9s,559,1,20,55,45,"Bucharest (UK: /ˌbuːkəˈrɛst/ BOO-kə-REST, US: /ˈbuːkərɛst/ -⁠rest; Romanian: București [bukuˈreʃtʲ] (listen)) is the capital and largest city of Romania, as well as its cultural, industrial, and financial centre. It is located in the southeast of the country, at 44°25′57″N 26°06′14″E﻿ / ﻿44.43250°N 26.10389°E﻿ / 44.43250; 26.10389, on the banks of the Dâmbovița River, less than 60 km (37.3 mi) north of the Danube River and the Bulgarian border.
"
Bratislava,Apr 28,May 4,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTTdPpyaOtiRIsS5j-NMGI-MIe9KOM1uqUQvNBPUeyvT4JZr3U7yx6TMdx_Cg7vHU6AS5S4AtdR4gbvkpNf5yMWjmdnCu7rUm5yM-DJnyk,547,1,20,40,68,"Bratislava (/ˌbrætɪˈslɑːvə/, also US: /ˌbrɑːt-/;[3][4] Slovak: [ˈbracislaʋa] (listen); German: Pressburg [ˈprɛsbʊrk] (listen); Hungarian: Pozsony) is the capital and largest city of Slovakia. Officially, the population of the city is about 440,000;[5] however, it is estimated to be more than 660,000 - approximately 150% of the official figures.[6] Bratislava is in southwestern Slovakia at the foot of the Little Carpathians, occupying both banks of the River Danube and the left bank of the River Morava. Bordering Austria and Hungary, it is the only national capital that borders two sovereign states.[7]
"
Riga,Mar 6,Mar 13,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTq9ud9jJbOeJmKIWcpnWOwwqi28a_gsMiiqz2WztjDnqF5hZ8OaJNQoTILnSHakxF-JCZXnUyT04gdryAra_glLiML359q0ZYSvC3Fiz8,479,1,13,20,40,"Riga (/ˈriːɡə/; Latvian: Rīga [ˈriːɡa] (listen), Livonian: Rīgõ, Russian: Рига) is the capital of Latvia and is home to 614,618 inhabitants (2021),[9] which is a third of Latvia's population. Being significantly larger than other cities of Latvia, Riga is the country's primate city. It is also the largest city in the three Baltic states and is home to one tenth of the three Baltic states' combined population.[10] The city lies on the Gulf of Riga at the mouth of the Daugava river where it meets the Baltic Sea. Riga's territory covers 307.17 km2 (118.60 sq mi) and lies 1–10 m (3 ft 3 in–32 ft 10 in) above sea level,[11] on a flat and sandy plain.[11]
"
Kyiv,Apr 22,Apr 30,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTfGcSejnilIXnFiixGRtcZPCnAKFTbo8t-9BVJf35Ailf4rC8GjKZ7S3-ODCDsCNyHbmVHO1njbfu6m_jE4GZb4kVEKrx5mAvjCKs_3f0,494,2,19,40,52,"Kyiv (Ukrainian: Київ)[a] or Kiev[b] is the capital and most populous city of Ukraine. It is in north-central Ukraine along the Dnieper River. As of 1 January 2021 its population was 2,962,180[12] making Kyiv the seventh-most populous city in Europe.[13]
"
Sofia,Mar 6,Mar 15,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS8PdxFUIyAF7vKVcX8iy8GWkIlXwSes1piwA7VlD-f-p64iExaswI3it7rr2vlgGf8vEEJzY7uMrbjIjVPQRH_Dg44db3cIC00hkFOZ-w,551,1,19,40,45,"Sofia (/ˈsoʊfiə, ˈsɒf-, soʊˈfiːə/ SOH-fee-ə, SOF-;[14][15] Bulgarian: София, romanized: Sofiya,[16][17] IPA: [ˈsɔfijɐ] (listen)) is the capital and largest city of Bulgaria. It is situated in the Sofia Valley at the foot of the Vitosha mountain in the western parts of the country. The city is built west of the Iskar river, and has many mineral springs, such as the Sofia Central Mineral Baths. It has a humid continental climate. Being in the centre of the Balkans, it is midway between the Black Sea and the Adriatic Sea, and closest to the Aegean Sea.[18][19]
"
Vilnius,Mar 10,Mar 16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZOwHot6c-TR08GImD0J-kCfzdXXK_WFrNkx7762hAr_SsyLhDS6RDCf-C3uZhdsZ3yAH32MPbCw5VttKm6T20rSBtDIxawwRqWSZWRuk,473,1,26,20,50,"Vilnius (/ˈvɪlniəs/ VIL-nee-əs, Lithuanian: [ˈvʲɪlʲnʲʊs] (listen); see also other names) is the capital and largest city of Lithuania, with a population of 592,389 as of 2022[update].[8] The population of Vilnius's functional urban area, which stretches beyond the city limits, is estimated at 706,832 (as of 2019),[7] while according to the Vilnius territorial health insurance fund, there were 732,421 permanent inhabitants as of October 2020 in Vilnius city and Vilnius district municipalities combined.[13] Vilnius is in southeastern Lithuania and is the second-largest city in the Baltic states. It is the seat of Lithuania's national government and the Vilnius District Municipality.
"
Gdańsk,Mar 25,Mar 31,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRl-0PNklZLeJuYAqdu_t_FO3djHQW4xVAu4FDcDppS4hZAIw7wQX3zTtfAhsNB1PsHpC8YQT9cC_3KRaRpA_lznSU7x6KFPclNI3c9p_k,431,1,28,5,59,"Gdańsk (/ɡəˈdænsk/ gə-DANSK, also US: /ɡəˈdɑːnsk/ gə-DAHNSK;[2] Polish: [ɡdaɲsk] (listen); German: Danzig [ˈdantsɪç] (listen); Kashubian: Gduńsk;[3] Latin: Gedanum, Dantiscum)[4] is a city on the Baltic coast of northern Poland. With a population of 470,805,[1] Gdańsk is the capital and largest city of the Pomeranian Voivodeship and the most prominent city in the geographical region of Pomerania. It is Poland's principal seaport and the country's fourth-largest metropolitan area.[5]
"
Wrocław,Mar 19,Mar 25,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSX6FyN-t_0Au8-HYYq3PPGyhnFytk5AylSgOTDKRvvYktssBR2W67ysKHxr-mf51GX_nGkpu7ITHiQmZpIx4X7WlKKo2-DCT4KzH2j7OI,491,1,32,50,48,"Wrocław (Polish: [ˈvrɔt͡swaf] (listen);[a]; Lower Silesian: Brassel[6][b]) is a city in southwestern Poland and the largest city in the historical region of Silesia. It lies on the banks of the River Oder in the Silesian Lowlands of Central Europe, roughly 350 kilometres (220 mi) from the Baltic Sea to the north and 40 kilometres (25 mi) from the Sudeten Mountains to the south. The official population of Wrocław in 2020 was 641,928, with a further 1.25 million residing in the metropolitan area.
"
Český Krumlov,Feb 27,Mar 7,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSFh1Jnxru3qTDi57Blk58UdeWwngROZhS6t1eXWcmfdNIn4lx5Gziz9_ahbaIvDgN07JrcEaJS3K5jwQilY1Y6E2f1BSmKDrj6BWpVIUg,551,2,15,25,66,"Český Krumlov (Czech pronunciation: [ˈtʃɛskiː ˈkrumlof] (listen); German: Krumau, German pronunciation: [kʁʊˈmaʊ̯] (listen), or Böhmisch Krumau) is a town in the South Bohemian Region of the Czech Republic. The historic centre with the Český Krumlov Castle complex is protected by law as an urban monument reservation, and since 1992, it has been a designated UNESCO World Heritage Site because of its well-preserved Gothic, Renaissance and Baroque architecture.[2]
"
Lviv,Apr 7,Apr 16,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRCsvmmaRYKIto_x77u25IOPAIhCar-xZP6c5LO9Aq7gxwoLwOyZzjFvNzL_8N8QE1TQrjYqKfOjw0zkkYpnT07_iOn1ogvqkSUv-xV8Rk,663,1,14,45,52,"Lviv (/ləˈviːv, ləˈviːf/ lə-VEEV, lə-VEEF; Ukrainian: Львів [lʲwiu̯] (listen); Polish: Lwów [lvuf] (listen); Russian: Львов [lʲvof]; German: Lemberg; see also other names) is the largest city in western Ukraine and the seventh-largest city in the country overall, with a population of  717,510 (2021 est.)[1] Lviv is one of the main cultural centres of Ukraine.
"
Poznań,Feb 25,Mar 3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0qMzRwwvb7p-4Z1c6J2aDVI849LlF1qvegeq0d-HdV019hICqYVExECVL5xsj6Uyvadp4FbWS5zWgAn3TleNkOAJM2UAZV82woHMJROw,495,1,20,10,53,"Poznań[a] is a city on the River Warta in west-central Poland, within the Greater Poland region. The city is an important cultural and business centre, and one of Poland's most populous regions with many regional customs such as Saint John's Fair (Jarmark Świętojański), traditional Saint Martin's croissants and a local dialect. Among its most important heritage sites are the Renaissance Old Town, Town Hall and Gothic Cathedral.
"
Minsk,Jan 31,Feb 7,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT7fkWfVZhfqvNh5p381ZzI_FyDudvtQBI8rIRT9rFD2pdK2751xEbU7VGqw3ib73jm-b1y8jHMMOS8WCLoCl3Xh2dKSJis98PqvayoRT4,898,3,47,45,44,"Minsk (Belarusian: Мінск [mʲinsk], Russian: Минск) is the capital and the largest city of Belarus, located on the Svislach and the now subterranean Niamiha rivers. As the capital, Minsk has a special administrative status in Belarus and is the administrative centre of Minsk Region (voblasć) and Minsk District (rajon). As of January 2021, its population was 2,009,786,[4] (not including suburbs), making Minsk the 11th most populous city in Europe. Minsk is the administrative capital of the Commonwealth of Independent States (CIS) and seat of its Executive Secretary.
"
Plovdiv,Mar 6,Mar 15,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRvlOsoTDVNBcz_YS_BPWeSZlK8qvbUcCXXFfIu1V00fblgUoEgg5fmr2m8zoimKFKfpSsMsDjpkiGmsmCDa3L1EHkVFBKCEZLV51D0ggI,551,1,19,40,51,"Plovdiv (Bulgarian: Пловдив, pronounced [ˈpɫɔvdif]) is the second-largest city in Bulgaria, standing on the banks of the Maritsa river in the historical region of Thrace. It has a population of 346,893 as of 2018[update] and 675,000 in the greater metropolitan area. Plovdiv is the cultural capital of Bulgaria and was the European Capital of Culture in 2019. It is an important economic, transport, cultural, and educational center. During most of its recorded history, Plovdiv was known by the name Philippopolis (Greek: Φιλιππούπολις, translit. Philippoúpolis, lit. ""Philip's city"") after Philip II of Macedon.
"
Kazan,Apr 3,Apr 11,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQThUv1fdwUzSuFKdip4E8C3yzy3-bpUcq2lIk_zzJDFTUv8E55XA_sU-lmhalBNzEeeBAIXaQ7ehkzoWU7Q7ICyA3h9Y4X166Wi-y0JI4,830,1,20,15,38,"Kazan (/kəˈzæn, -ˈzɑːn/ kə-ZAN, -⁠ZAHN; Russian: Каза́нь; Tatar: Казан IPA: [qɑzan])[14] is the capital and largest city of the Republic of Tatarstan in Russia. The city lies at the confluence of the Volga and the Kazanka rivers, covering an area of 425.3 square kilometres (164.2 square miles), with a population of over 1.2 million residents,[15] up to roughly 1.6 million residents in the urban agglomeration. Kazan is the fifth-largest city in Russia, and the most populous city on the Volga, as well as the Volga Federal District.
"
Brno,Apr 28,May 4,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQuJmSM6kzgT9Sjw6BCyliUT-q8yCjCpOy5U07ymIeJ9Qw5_0AKx6av73o78l380Ub3cVXbHy1TjeTbFdUDw0BUCjx2vSBRDR-PT_MX8nw,547,1,20,40,68,"Brno (/ˈbɜːrnoʊ/ BUR-noh,[5] Czech: [ˈbr̩no] (listen); German: Brünn [bʁʏn] (listen)) is a city in the South Moravian Region of the Czech Republic. Located at the confluence of the Svitava and Svratka rivers, Brno has about 380,000 inhabitants,[4] making it the second-largest city in the Czech Republic after the capital, Prague, and one of the 100 largest cities of the EU. The Brno metropolitan area has almost 700,000 inhabitants.[2]
"
Odesa,Apr 24,May 2,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQA_hjrYZLtztPHpvAAOYI9227NF9Hhuvht1DE0RQ5OFmeE4AlsctcDrJHrountQFnalrNvOA9VBwXNAP-GrU3LfpRHpPlRH6Y3-JNUDWk,633,3,21,20,41,"Odessa (Russian: Оде́сса [ɐˈdʲesə]) or Odesa (Ukrainian: Оде́са [oˈdɛsɐ] (listen)) is the third most populous city and municipality in Ukraine and a major tourism center, seaport and transport hub located in the south-west of the country, on the northwestern shore of the Black Sea. The city is also the administrative center of the Odessa Raion and Odessa Oblast, as well a multiethnic cultural center. Odessa is sometimes called the ""pearl of the Black Sea"",[3] the ""South Capital"" (under the Russian Empire and Soviet Union), ""The Humor Capital"" and ""Southern Palmyra"".
"
Zakopane,Mar 26,Apr 1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwDgaVvk5gvOqVSlxlgvdwzhf5_9aTtCOV0kZn7QNEOyWPRH0i0_iDh_4SuyZk6nB66SA9qA3L9W8qP_QNJgzTdKDa2Z9JeVPEjqh7b7w,490,1,39,20,72,"Zakopane is a town in the extreme south of Poland, in the southern part of the Podhale region at the foot of the Tatra Mountains. From 1975 to 1998, it was part of Nowy Sącz Voivodeship; since 1999, it has been part of Lesser Poland Voivodeship. As of 2017[update] its population was 27,266.[1] Zakopane is a centre of Goral culture and is often referred to as ""the winter capital of Poland"". It is a popular destination for mountaineering, skiing, and tourism.[2]
"
Varna,Mar 27,Apr 4,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS-PmD9il0ywMdJE073ca2gXPctdxRqGiWLtDpfDYsezrXw0BdlP1nyjs3SYwmreOppld7B3Km7opS_II3FDrjV9dkOrjB1Q-BCPOVscUA,591,2,21,45,42,"Varna may refer to:
"
Karlovy Vary,Feb 27,Mar 7,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQBNO9kJjHqN8gyvXeoojswnuuJOzp0lIjlQZRgd-g6MpyWlF-ozwGqEe6jbsWBOC-aZO27VRHB1IJgyRVOylSBpE3zPN275RAyOODVFt0,551,2,15,25,66,"Karlovy Vary (Czech pronunciation: [ˈkarlovɪ ˈvarɪ] (listen); German: Karlsbad, formerly also spelled Carlsbad in English) is a spa city in the Karlovy Vary Region of the Czech Republic. It has about 48,000 inhabitants. It lies on the confluence of the rivers Ohře and Teplá, approximately 130 km (81 mi) west of Prague. It is named after Charles IV, Holy Roman Emperor and the King of Bohemia, who founded the city.
"
Cluj-Napoca,Mar 27,Apr 5,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSSU7ebxF-p7Ryhn0nS11WGKX5nQXBZVDTFx_gijRBmb8rSQUt2tFNK8qx5Ih4Jl7uBXmUaploUNWqBEtmCNtJXGmzokEXEk3jsNbmTAcI,556,1,21,30,55,"Cluj-Napoca (Romanian: [ˈkluʒ naˈpoka] (listen)), also known as Cluj (Hungarian: Kolozsvár [ˈkoloʒvaːr] (listen), German: Klausenburg), is the fourth-most populous city in Romania.[6] It is the seat of Cluj County in the northwestern part of the country. Geographically, it is roughly equidistant from Bucharest (445 kilometres (277 miles)), Budapest (461 km (286 mi)) and Belgrade (483 km (300 mi)). Located in the Someșul Mic river valley, the city is considered the unofficial capital of the historical province of Transylvania. From 1790 to 1848 and from 1861 to 1867, it was the official capital of the Grand Principality of Transylvania.
"
Bansko,Mar 6,Mar 15,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTIdWO8-2tT7Ccpf8lH6LiFSDK4jbe52D5vNzazWZOjiqzWcwSONC5RIzHtUbaCs9iyvbmXUM3VaL20YqOkgA99A9WwhHb415H-5Lwf88E,551,1,19,40,47,"There are several legends about who founded Bansko. According to one, Bansko was founded by people who lived in Dobarsko, a village in Rila, itself, according to a legend, founded by the blinded army of Tsar Samuil. Another legend claims that Bansko was founded by an Italian painter by the name of Ciociolino, hence the existence of the name Chucholin in Bansko.
"
Sochi,Apr 4,Apr 11,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSKL_SICffKsAcopHRALQT_M8BZdFLhs_6h2tCvnELHeig7jsVzE4fNflcq6y2NNohz5l7j3QNMQfh-mGVQPJrael8XyyLDyeKbynNYmCo,832,1,22,20,36,"Sochi (Russian: Со́чи, IPA: [ˈsotɕɪ] (listen)) is the largest resort city in Russia. The city is situated on the Sochi River, along the Black Sea in Southern Russia, with a population of 443,562 residents,[11] up to 600,000 residents in the urban area. The city proper covers an area of 176.77 square kilometers (68.25 sq mi),[5] while the Greater Sochi Area covers over 3,502 square kilometers (1,352 sq mi).[5] Sochi stretches across 145 kilometers (90 mi), and is the longest city in Europe,[12] the fifth-largest city in the Southern Federal District, the second-largest city in Krasnodar Krai, and the sixth-largest city on the Black Sea.
"
Lake Balaton,Apr 28,May 4,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTNsZ4F0aw39tDzgMHl-5f0_Bmlpx8lQzCvnoNvCisfQrCxFK7y3gVko6u3HsAnY3g83pr5kR_QU9MKrw7FmNYovBvgclVxysyn7MwKvu0,547,1,20,40,71,"The mountainous region of the northern shore is known both for its historic character and as a major wine region, while the flat southern shore is known for its resort towns. Balatonfüred and Hévíz developed early as resorts for the wealthy, but it was not until the late 19th century when landowners, ruined by Phylloxera attacking their grape vines, began building summer homes to rent out to the burgeoning middle classes.[4]
"
Kaunas,Mar 10,Mar 16,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRiwEhcpTSNXYySmARAYdn_Ki3v6Ux2OBUGdxkXTApqo3Xm1wl9H55c4JgGu4Us-3QGCz0cGm9hpPd6bo9-yLTSCwKqwvy3qexKwdIyrMU,473,1,26,20,55,"Kaunas (/ˈkaʊnəs/; Lithuanian: [ˈkɐʊˑnɐs] (listen); also see other names) is the second-largest city in Lithuania after Vilnius and an important centre of Lithuanian economic, academic, and cultural life. Kaunas was the biggest city and the centre of a county in the Duchy of Trakai of the Grand Duchy of Lithuania and Trakai Palatinate since 1413. In the Russian Empire, it was the capital of the Kaunas Governorate from 1843 to 1915.
"
Chișinău,Apr 10,Apr 18,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRP_gakgiHYOPTlllDXZ-KK67XgJNekPREHHfmEymrjaX-QQ1nZoxFj2v9dohW32tYe8XRAHtKjYoO0ZelF0zhXLWWQFZuQULuP0Z7ek54,621,1,14,35,60,"Chișinău (/ˌkɪʃɪˈnaʊ/ KISH-in-OW, US also /ˌkiːʃiːˈnaʊ/ KEE-shee-NOW, Romanian: [kiʃiˈnəw] (listen)), also known as Kishinev (Russian: Кишинёв [kʲɪʂɨˈnʲɵf]), is the capital and largest city[8] of the Republic of Moldova. The city is Moldova's main industrial and commercial center, and is located in the middle of the country, on the river Bâc, a tributary of the Dniester. According to the results of the 2014 census, the city proper had a population of 532,513, while the population of the Municipality of Chișinău (which includes the city itself and other nearby communities) was 700,000.
Chișinău is the most economically prosperous locality in Moldova and its largest transportation hub. Nearly a third of Moldova's population lives in the metro area.
"
Łódź,Apr 28,May 4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG7SVFYe-PSpQ1lMzKu41Kr8yzMimFL-vJNSEXwirj8M4KuQ9egSfHXs7XcNReJML91XWMGcHu9JzXKVMqOPbhANHCTJ0K2UUAuxORJrc,483,1,19,35,50,"Łódź,[a] also rendered in English as Lodz,[b] is the third largest city in Poland and a former industrial centre. Located in the central part of the country, it has a population of 672,185 (2020).[1] It is the capital of Łódź Voivodeship, and is located approximately 120 km (75 mi) south-west of Warsaw.[8] The city's coat of arms is an example of canting, as it depicts a boat (łódź in Polish), which alludes to the city's name.
"
Kutna Hora,Feb 27,Mar 7,https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcSECoJOK_t7i5rqF-L6GB5Zj5Xk5ZuIYkGaOcpzClUvcrdxjistDlh39z87R0P6UjzAGkJw-XTbywOacyrvBAV0-IK6ljK2-MgLGPEOjCw,551,2,15,25,63,"The town is made up of twelve town parts and villages:
"
